Latitude,Longitude,EarthquakeProne
45804.79416724611,96402.65428601975,0
99858.6769221776,84730.0070181811,1
68610.06350872721,49027.395145568385,1
7349.998085929284,8079.966950601782,0
6569.157649778072,27502.324939795762,1
38091.05897745326,59739.58812807614,1
45372.08804212959,60543.07372673975,0
79309.8162140715,11442.292828935531,0
43007.564096696966,88809.21410782731,1
33893.822951898685,45350.43679184182,1
72961.5211509428,31255.5224513633,1
66511.12119816784,37430.728042530245,0
68682.4167256622,47427.31429102468,0
83177.35707559697,9323.916940266037,0
74459.15233021871,37265.313290730985,0
55637.51719079939,58646.92180886496,1
67001.65645996486,41081.4524835829,1
86809.34679475763,72106.3468139362,1
60041.40871237648,35165.2669231292,0
15473.862855650284,48219.457431042654,0
35012.04930812489,55626.99134495658,0
76260.80058805304,57410.426333141935,1
84515.67097767448,97454.68566596869,0
60899.88256039098,65783.46496866083,1
2896.2891529457706,27327.765600883766,1
92153.83056579623,35102.991050277444,0
86986.40079093727,56632.54315504286,1
6959.472539412396,74097.16494278287,0
9176.676547761477,53048.73838320428,1
41983.82954395655,34090.25728095151,1
31164.425333051935,32438.964824950574,0
88334.33510964982,15558.834760545431,0
67397.19709260069,27211.01225177835,1
48566.68482739473,44204.97662559121,1
21557.680964809344,51235.11823380467,1
42991.933426155636,28325.363761574852,1
52693.883780707336,30842.630765733793,0
39526.94434536681,59932.896369488095,0
20443.108012248824,94532.46339857717,0
76416.325415229,28945.423674612543,0
773.9829270246246,74701.66532885336,0
12919.440990219737,53258.70220439451,0
50026.73439327476,83335.58688778541,1
7208.477583719192,86176.57443789684,0
43622.523331635704,45975.965281377146,0
86211.13925119303,57576.34031452237,1
70950.18665793186,41769.978290388215,0
40503.82567418839,96620.00290362159,0
80132.41410889091,61812.90820516072,1
8813.899999907171,84448.59149710988,0
43568.21701751307,40045.5811817924,0
39577.27391923644,31028.145909024297,1
22157.98431736624,77912.00774245786,0
51048.817970930286,11403.549957215417,0
90592.36723527346,34938.17717197256,0
23627.648625823484,14645.275383551161,0
17350.72874518704,15287.826030803979,0
17715.435748593965,77285.03607666677,1
46395.842898233444,56373.98459330168,1
68113.66669800506,88204.93361113677,1
86424.82323626679,62722.11347257028,0
43976.84187137006,46892.639431553805,1
79633.17158546367,59142.384263345266,1
50734.181192092525,31041.474652780485,1
3761.686949863636,36874.391211381786,1
7674.023386344325,86425.13914248999,0
61501.223833168944,50707.27466557818,1
58033.36041171164,95423.1934408023,0
44973.92063138697,80981.78195387941,0
32153.354761279956,47563.427165279005,0
95772.27816429963,45052.86037840012,1
98238.57572375864,8433.828873324357,0
3915.1734779411804,70762.46281062356,1
52407.33124846428,60980.93082686112,1
37285.82535815061,28290.074967863173,1
77446.70439258497,67890.09315823755,0
78922.9039294349,64730.888391573724,0
32969.745821017765,55796.76327862781,1
28415.413240837494,72373.64176659117,0
33336.8702440196,58274.36871912737,0
91674.72875925696,31023.86352344366,1
12896.036875497748,70883.69260309101,0
30958.87915970868,37668.55392632396,1
81318.66519669628,67011.96988307225,0
64602.83604852806,42341.21322584405,1
1824.0355486154804,30887.298140318024,0
34173.892780809685,76615.85461057429,0
22655.07811034219,13757.397752354753,0
29579.914373360523,78812.22924696635,0
66193.26180790439,87639.40086150164,0
59725.04686072178,15426.121879350832,0
83134.67432385586,77110.01027528511,0
72118.5785975449,4370.1991030234785,1
67636.6158559311,23753.782614491058,1
61059.93161715945,75239.36411998348,1
23401.06043059811,23917.6105560547,1
90397.52983940768,19402.42360608076,1
46168.53616412048,28177.89149864484,1
50291.16624206641,41866.66401214785,0
81689.30706688443,80126.12115593061,0
87300.31900401466,5218.928146297197,1
87411.82038827865,55454.520001697696,0
71140.38631092296,51591.422845860965,0
28507.016342918785,76311.9199123388,1
44932.4727181622,51335.7604401165,1
9172.26525233968,91050.5848677872,1
88463.09274202703,93047.26224070037,1
5326.6354602202755,50201.20946220885,0
38617.22563834146,8161.462115666952,0
2819.726365269478,93082.65964909056,1
79138.27236758012,13760.82117299944,1
91739.69976510352,47246.02084985004,0
75884.35663540596,46911.543605422215,0
90585.84305283798,1901.369487212127,0
83496.47496513881,54880.8757401381,1
11119.574845563517,28810.869702345015,1
12185.712667516595,23844.71190647881,1
6281.6522939553715,83668.93537281292,1
59674.30754285188,1644.518785237237,0
71854.71423490747,29127.907505538013,0
61481.34346801229,24057.183316415547,1
18732.203865926454,66821.82207706055,1
6768.864611561695,52606.41847277173,0
39045.98280227385,47014.03768077044,1
98103.96121573348,25365.772456660205,0
35710.03055759677,6756.88821463215,0
73294.36920404271,62826.067990603166,1
13341.825576346542,35230.552312372834,1
81351.07304674326,17509.737616043793,1
98081.93775969914,47853.638630620786,0
81149.9566870788,6310.9906026854305,1
3699.3420361873714,20159.897692677252,0
88579.1527714249,31560.266409152482,1
51538.843541860624,98912.28110691004,1
25332.123206496537,75329.33859096767,0
28611.803444259316,86213.99090839457,0
86579.96190952868,33193.136713448075,0
79934.44180941246,43695.701361110514,1
74331.0272442566,89463.85485801037,1
33904.323804187654,18682.534941776285,1
36735.32534904124,79729.29074678618,1
80115.00759208998,72708.40535293923,0
43061.284593192686,99509.8213862427,0
54547.89426006635,32121.821610031187,0
32792.662614250636,29564.69929408489,1
60262.56015143225,42612.181172231656,1
35155.346830215436,4236.473929850103,1
61485.53336839423,43494.61546880946,0
7505.041457650939,63751.616275791945,1
51309.088860435746,74990.04852820472,0
95278.9868385645,14278.80405678661,1
3480.861780888404,6724.269072847819,1
36215.696103759525,94946.7617208801,0
60509.8777906497,67906.52662928258,1
37201.9658336899,76308.68409538615,0
52946.45869374743,39804.00656119904,1
24961.9156976867,11345.747809889219,0
49904.89698168643,38699.35101654631,0
26178.405882072995,26029.7168242192,1
21457.82797194655,61188.106399181495,1
20018.63392077103,13573.706044634993,0
45204.81648185449,89868.00439959225,1
99726.24313990015,81051.51132254483,1
66784.31120910631,70954.339141472,1
89133.27690370654,85136.35371326184,0
79369.84468811643,50876.065761684906,0
98513.2695404726,79206.77529544047,0
79037.5157077141,2629.376396799761,1
46741.116523328186,98301.21275232093,0
61195.22431368947,8622.46194971162,1
39816.599917110085,71693.64291739647,1
52570.03978737518,76916.68587291942,0
12533.552899137143,31703.450018377724,0
44997.99959180394,68011.21895596744,1
12834.332739890639,82905.54375981176,0
76778.39595412831,12904.166746731065,0
83139.24925594767,51810.69519026871,1
16466.543331932524,32266.75245470441,0
34602.96221110497,94090.46458909854,1
84593.5246818804,25061.280292890926,1
12517.904342395143,30283.1577862815,0
50257.81190098153,16864.421538868934,0
17120.891104956176,62448.29426417914,1
84253.15788133479,56362.239825095145,0
8123.204266482096,94854.73685018517,1
65113.3466185825,76696.13313263019,1
61811.22452406943,3029.55957224449,1
64191.08702283398,30210.109201349307,0
80469.01073341908,68499.39912872647,1
45354.95975138417,68861.66855372669,0
43961.11038654118,48425.62875960581,0
34019.91664260939,14367.725447572297,1
73420.24128069988,86077.87579806677,1
13077.484389087094,37054.649264831074,0
31912.26952442932,46647.790231496605,1
44960.151603554485,14088.622623183343,0
29021.91028498518,38415.5992003271,1
24827.779767838278,86530.88486457005,0
81347.97116609852,93375.21977340523,1
18984.220288234752,15935.081846848541,1
49876.47208005702,30854.739664960875,0
9005.81945528339,39324.82516914561,1
96668.69636861699,21515.227108201583,1
4866.764634832663,28136.352481014463,1
28575.552395720315,818.732417318145,0
43093.346006984706,88245.69063612836,1
76385.9125594348,36594.36931440378,1
5116.717580613446,56182.1246997292,1
55322.73943918855,7354.101442534439,1
76440.64706660925,27972.788041720578,0
12867.210405530828,9669.05192098749,1
79489.9279408662,33909.19090995658,1
75496.76226410709,19906.589097363445,1
50008.290279160814,4531.2899433550065,0
71359.47104063434,80396.781553566,1
14894.917516979907,89313.27607610864,0
32797.25679780499,61307.199038346735,0
39296.06583206044,61650.43224666414,1
59372.87183844305,50731.991305143456,1
70874.27190373735,29979.756683176634,0
36836.412628767095,67380.96544090917,1
58370.630482736786,79675.68463820078,0
59691.36468570342,26553.778168135144,0
72140.28982951838,58352.744181486945,0
52423.70903013568,72118.56234207719,1
14778.423054324881,68073.00877817284,0
57257.45457014119,70052.39059323401,0
1894.7178132937502,31369.934652102074,0
41296.598018782846,20389.964378530753,1
87281.89807352312,73583.99128959687,0
70577.81743994437,51868.80247279974,1
99812.28871767981,47837.61996335677,1
31375.946121182977,17319.069203308918,1
54627.77565126377,67587.18178706024,1
61008.04793129508,19227.224649502205,0
27901.36058577975,29850.617619868204,1
77117.65573449526,70490.38878272155,1
31704.757461099784,34880.96861695646,1
28779.649760419783,57348.10691056064,1
89576.15039356108,39453.851031630686,1
95460.93173028274,80461.77877982307,1
4207.606616785719,95531.41645420651,0
34637.005046047554,44238.16881037167,1
74734.10263330078,21399.466820892678,1
93302.46035439699,69617.43389338162,0
10923.54893052643,74089.35677787261,0
24246.56138299027,66983.72665534551,0
63794.81939629035,5250.0581928394395,1
33030.032055110394,47240.91829958103,0
519.1394592665958,55035.70622539589,0
40691.338247236796,93503.27482751656,1
47745.37459556921,19946.3980107855,1
32117.449044214547,64590.145891109096,0
65230.22074317754,23222.787701902478,0
91323.05933725958,17507.30248332083,0
93392.32713520945,3634.9485814063382,1
78796.27502695391,18631.976880616967,1
87674.44004862443,927.7075808414985,0
92845.5561468557,33504.8763274616,1
98909.95790940225,54330.50505521394,1
88926.10711702787,13420.86040096076,1
27284.43531271775,80881.57901042374,1
16250.263759711324,45891.988188765084,1
71860.09874741525,1409.405477650856,1
79076.97567486114,56778.55446087151,0
17550.315888932633,85614.7942808415,1
82699.15553780568,51528.55061532063,0
40083.923829539985,9539.415194347013,0
47745.932394890806,93582.60287475184,0
26079.26692126732,23552.88975890059,1
95403.5282306686,30195.28202332178,0
26156.05352838846,35955.84950402503,0
6213.371055721811,11823.366555549454,1
15972.522805931087,68607.67591549116,1
69029.347451504,63871.49380861314,1
36755.02276631392,22085.703147632183,0
47818.71179162266,45498.41229839426,1
41585.14569750703,54923.90164732766,1
75735.29497990929,80199.69718301132,0
76186.20013749074,68034.51165001988,0
52551.14011536055,52817.784234195264,1
7811.194112021871,56417.30805862521,0
82877.57662178855,90288.91313582062,0
57270.59472111224,14986.088285860047,1
85448.74625348771,44184.613425410425,0
71692.07970009881,48883.30785515214,1
80869.39962564054,45343.77658567802,1
45680.39077271189,5774.620356471544,1
67277.09845502471,30817.64823375109,0
39595.47504661579,81645.50614008712,0
57831.54819463848,4529.934982980151,1
70038.7874248395,54116.809244486474,0
93458.34530569577,6902.845596885219,1
3174.4553674368804,40887.28471498901,0
76583.00246468825,97833.35015912517,1
37446.71760290612,89133.46918824746,1
86962.15891078554,90676.82438514574,1
8025.919012944042,96414.47349369222,0
65353.756307771786,34777.64094402789,0
99284.68476098262,39306.47011977229,0
72786.0862324719,22269.79890641068,0
75618.18530647835,97849.08977723122,1
67350.31227779893,54444.98945716306,1
82336.22037714106,24751.956338339052,1
15512.982199003525,18848.856643223004,0
3222.699273683193,66020.10838254273,0
24067.38874802705,6730.022998046646,0
44644.66018379399,67202.69166358502,0
24474.17038768803,4424.628768869726,1
23434.693509477678,21727.703748545162,0
14014.417375915345,99348.35064086359,0
81578.80989007492,73152.01679411871,1
57747.90398897356,77254.04870999989,1
23691.166573637285,87625.95595905854,0
41356.60708447392,27516.116896940035,0
62599.687771695346,42720.631028872056,1
4689.362811148547,34442.13856243118,1
78580.67379345582,31874.126997173906,1
40826.509423782016,29989.549555045676,0
75441.85530771529,47352.40852240158,0
30074.341143095982,70757.97217199973,1
91474.20264041673,56239.03257274133,1
55729.11853316911,13410.141013156745,0
25500.309565108044,33026.96909941687,0
92222.68822501772,84713.49145857527,0
53564.01799918521,82940.799115218,0
26846.890323910266,67367.51839153722,0
87362.17222849547,18817.1412299816,0
47939.94125288501,86947.51567860227,1
30319.499375090134,90899.50707651938,0
93716.03916046157,96207.79353388978,0
74688.17586639672,75433.31996397382,0
69562.93294421247,70377.15449898771,1
91512.73083289605,55208.3771754889,1
38066.793775547885,53365.47909149889,1
30842.920006408545,35965.1021534662,1
46600.94068632814,80281.85936538028,1
76163.13530200181,32024.008245595807,0
37071.12143820441,41393.60312769188,0
74125.49661927018,1622.973880225046,1
29519.93355848631,19619.982080900652,0
37984.59763434067,83336.43816598323,1
55064.702609175,94346.511040218,1
25733.418436730644,82159.37237729593,1
46083.43901582208,73277.49093026486,1
16927.40182030731,72031.63276267861,1
18405.59323835389,88936.56360697107,0
52394.91759599254,83907.01029100188,0
94518.86593197862,66821.88612377188,0
41239.80984933685,84254.62913781802,0
6797.726198600599,15103.81361682815,0
50573.78623638682,37320.6960679885,1
65928.77491464428,1574.160955155104,1
1186.0849618211157,52942.23526651822,1
53574.27455428955,28669.56696479203,1
80616.96372704394,90977.42682651061,0
91804.96639705666,52439.01573718041,0
19194.013767104327,52646.07208403622,1
26733.206342926904,39690.24535338465,1
95929.82011705886,45900.31555737296,0
99023.31293094109,22586.49940548959,0
65373.91822019575,85822.0576829597,0
9350.957042205515,37927.02295995935,1
5612.437797957441,946.0078152404076,0
8269.52956445767,84533.13412423826,1
56586.096938475544,85796.17337605357,0
89479.22642305783,91915.30239180574,0
21142.494171398834,86811.82094126998,1
27110.234175787486,92416.00250159003,1
89931.26577485,56351.42289493431,0
17936.270967503686,85042.90958282466,0
96146.95751841071,58704.02337234475,1
92887.56515039259,29928.38968119667,0
56670.025293187944,84944.39308651738,1
38385.23756207652,73974.77734690098,0
50079.784370920876,97432.3584202722,0
9769.481050017386,23215.168295462627,0
34059.93405476412,76900.79633089087,1
96892.0837996283,32638.33832113844,1
78355.03034990723,45055.5689257745,0
35581.763959387084,94114.34335422757,1
18574.598851694205,58587.926245983916,1
8570.326069555937,61861.970410098525,0
71311.1401593059,8204.718929305183,0
38000.61930835249,78389.2442967404,0
73965.78924237049,31668.506189924934,0
9152.951349195215,94296.0797740179,1
35992.389817192314,26977.37455749541,0
8730.635938279256,43098.52061808793,1
10330.18944123509,8962.79457719679,0
59692.858604153844,78444.0879865565,1
1235.0491477805597,41381.59316674297,0
72484.6595596351,55954.09503970184,0
57196.4711145232,16959.122756309156,1
16951.00502277066,26892.627434051225,1
49312.90109713626,6327.651760545163,1
27596.911198368758,29975.9256399024,0
36113.130104040516,94422.2853408438,1
59381.04599750983,19555.62693980117,0
13549.817078541926,677.730175177726,1
33222.38931394739,62019.59859528106,1
44022.851925203846,43062.19147849627,0
30044.22803262766,60321.52362771291,0
47901.49522980313,17764.549494642746,1
96872.5534494478,29145.52370985374,1
96776.34078527504,78197.65498598805,1
37606.15417711238,81649.63504877588,1
36502.18872398636,93206.78319169198,0
59223.1111980043,54563.36291599676,0
95300.50814401811,46162.76066109201,0
43846.056975936546,29133.829467321546,0
81896.73783487784,79565.88794275944,1
67298.09226190166,13918.77309051134,1
24202.874745912213,65866.63819026327,1
78907.88724524307,7397.439593093263,1
58224.819677614476,53437.20575281051,1
54364.976693544384,79072.30098400886,1
70163.72707127225,81229.88527092383,0
10937.83315500345,24823.848653521436,1
16634.68298951787,61268.1775534274,1
96681.146545727,33160.33861148142,1
10595.349216057111,9861.55725161417,0
51068.113376263944,51880.2578871681,0
44578.40937193917,39114.025733581606,0
34497.39379256423,2457.2407399239064,0
29543.92661962007,92054.83391956109,0
11607.817726559508,94067.67513846116,0
